API Well Number,County,Company Name,API Hole Number,Sidetrack,Completion,Well Type,Production Field Name,Well Status,Well Name,Town,Producing Formation,Months in Production,"Gas Produced, MCF","Water Produced, bbl",Reporting Year,Location 1
31099195450000,99,"Columbia Natural Resources, Inc.",19545,0,0,GD,Fayette-Waterloo,AC,Somerville 4 (4110),Varick,Queenston,11,9052,254,1998,"Varick, NY
(42.7672223400005, -76.76946950499968)"
31013143300000,13,"Eclipse Energy Company, LLC",14330,0,0,GD,Lakeshore,AC,Thompson 3101,Westfield,Medina,10,1129,0,1996,"Westfield, NY
(42.322304303000465, -79.57760707899968)"
31013164820000,13,"Lenape Resources, Inc.",16482,0,0,GD,Lakeshore,AC,Endress 623,Westfield,Medina,3,1413,0,1986,"Westfield, NY
(42.322304303000465, -79.57760707899968)"
31009169930000,9,Great Lakes Energy Partners,16993,0,0,GD,Lakeshore,AC,"Payne, D #1",Conewango,Medina,12,1566,0,1994,"Conewango, NY
(42.239622435000456, -79.05676892799966)"
31009133910000,9,Seneca Resources Corp.,13391,0,0,GD,Dayton,IN,Lipinski(Shead)#1528-I,Persia,Onondaga-Bass Island,8,1096,0,1994,"Persia, NY
(42.3847813000005, -78.93615603399968)"
31013192770000,13,Great Lakes Energy Partners,19277,0,0,GD,Lakeshore,AC,"Caflisch, E #1-J",Clymer,Medina,12,5992,167,1996,"Clymer, NY
(42.020830128000455, -79.62887850199968)"
31013179000000,13,"Stedman Energy, Inc.",17900,0,0,GD,Lakeshore,PA,"Smith, K. Unit #1",Harmony,Medina,0,0,0,1987,"Harmony, NY
(41.20120795700046, -73.88346743599965)"
31013197800000,13,Great Lakes Energy Partners,19780,0,0,GD,Lakeshore,AC,"Messenger, C #1-A",Sherman,Medina,12,3371,0,1986,"Sherman, NY
(42.159343358000456, -79.59595849699963)"
31011116330000,11,Miller Brewing Co.,11633,0,0,GD,West Auburn,PA,Manrow S100-V5,Sennett,Queenston,12,84,0,1985,"Sennett, NY
(42.9966128260005, -76.53361649699963)"
31013189650000,13,"Universal Resources Holdings , Inc.",18965,0,0,GD,Lakeshore,AC,Pattyson Unit 6,Charlotte,Medina,12,18218,140,1990,"Charlotte, NY
(43.24540427500045, -77.61779716599966)"
31029135850000,29,"Seibel, William E",13585,0,0,GD,Alden-Lancaster,AC,Seibel #1,Lancaster,Medina,0,5000,0,1989,"Lancaster, NY
(42.90039405300047, -78.67012970499968)"
31101154920000,101,"Bath, Village of",15492,0,0,GW,Unnamed,PA,Fee 1,Bath,Marcellus,12,1111,0,1987,"Bath, NY
(42.33770359400046, -77.31788614299967)"
31009171470000,9,Great Lakes Energy Partners,17147,0,0,GD,Lakeshore,AC,"Jenks, G #1",Conewango,Medina,12,828,0,2000,"Conewango, NY
(42.239622435000456, -79.05676892799966)"
31029068970000,29,Iroquois Gas Corp.,6897,0,0,GD,North Collins,PA,Bobseine F. #1-704,Collins,Medina,,,,2000,"Collins, NY
(42.49661373900045, -78.92307914199966)"
31037173350000,37,United States Gypsum Co.,17335,0,0,GD,Huron Creek,AC,Sierk #1,Darien,Medina,12,1921,0,1999,"Darien, NY
(42.90205099500048, -78.35201911399963)"
31029181340000,29,"New York Gas & Oil Co, Inc.",18134,0,0,GD,Alden-Lancaster,AC,Sharpe #1,Alden,Medina,0,0,0,1986,"Alden, NY
(42.90013055000048, -78.49091643399964)"
31037047550000,37,"Reserve Gas Co., Inc.",4755,0,0,GD,Alden-Lancaster,AC,Hungle 1,Darien,Medina,12,150,0,1999,"Darien, NY
(42.90205099500048, -78.35201911399963)"
31013119410000,13,Belden & Blake Corporation,11941,0,0,GD,Lakeshore,AC,Marrano 298,Chautauqua,Medina,12,3784,0,1993,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31121208550000,121,United States Gypsum Co.,20855,0,0,GD,Sheldon,AC,"George, D. #1",Sheldon,Medina,12,752,135,2000,"Sheldon, NY
(42.7372410640005, -78.41924809699964)"
31013113730000,13,Belden & Blake Corporation,11373,0,0,GD,Lakeshore,AC,Johnson Kermit 1,Stockton,Medina,8,1115,25,1988,"Stockton, NY
(42.31662335800047, -79.35563933699967)"
31013178150000,13,Great Lakes Energy Partners,17815,0,0,GD,Lakeshore,AC,"Bunce, B #2",Poland,Medina,12,18277,2,1989,"Poland, NY
(43.23037120900045, -75.07312681499963)"
31013207950000,13,Seneca Resources Corp.,20795,0,0,GD,Lakeshore,AC,"Bloomquist,J.#1 #7329",Poland,Medina,12,4903,40,1990,"Poland, NY
(43.23037120900045, -75.07312681499963)"
31013203990000,13,"Goose Creek Drilling, Inc.",20399,0,0,GD,Lakeshore,AC,Fairbank A. Joseph #1,Harmony,Medina,12,3245,80,1994,"Harmony, NY
(41.20120795700046, -73.88346743599965)"
31051041380000,51,"Ardent Resources, Inc.",4138,0,0,GD,Leicester,IN,Delavergne N827,Leicester,Medina,0,0,0,1998,"Leicester, NY
(42.7719921900005, -77.89395719199968)"
31003221260000,3,"Ardent Resources, Inc.",22126,0,0,GW,Unnamed,IN,Dunning #1,Genesee,Onondaga,0,0,0,1996,"Genesee, NY
(43.000940528000456, -78.19369403499968)"
31009130260000,9,"Dominion Transmission, Inc.",13026,0,0,GD,Bradford,AC,Quinlan E-2,Olean,Onondaga,12,226937,0,1991,"Olean, NY
(42.07755025500046, -78.42886818799968)"
31013014600000,13,"Heintz Gas & Oil Co., Inc.",1460,0,0,GD,Lakeshore,AC,Richter Herbert 1,Sheridan,Medina,12,200,0,1997,"Sheridan, NY
(42.48838573900048, -79.23725606999966)"
31013168220000,13,"REI-NY, Inc.",16822,0,0,GD,Ellery,AC,Winton 2,Ellery,Bass Island,11,1083,65,2000,"Ellery, NY
(42.19514403000045, -79.38579925999966)"
31013157520000,13,"Kastle Resources Enterprises, Inc.",15752,0,0,GD,Lakeshore,AC,Rice NY #27,Cherry Creek,Grimsby,7,2464,0,1987,"Cherry Creek, NY
(42.29336363900046, -79.09200686499963)"
31013114060000,13,"Lenape Resources, Inc.",11406,0,0,GD,Lakeshore,AC,Darby 1,Stockton,Medina,0,0,0,1985,"Stockton, NY
(42.31662335800047, -79.35563933699967)"
31013181590000,13,Great Lakes Energy Partners,18159,0,0,GD,Lakeshore,AC,"Jacobson, H 1",Ellington,Medina,12,3698,0,1991,"Ellington, NY
(42.217001377000486, -79.10806714699964)"
31013179810000,13,Belden & Blake Corporation,17981,0,0,GD,Lakeshore,AC,Lawson #2,Ellery,Medina,5,255,2,1993,"Ellery, NY
(42.19514403000045, -79.38579925999966)"
31051155920000,51,"Big Tree, LLC",15592,0,0,GD,Silver Lake,AC,Curry 1,Leicester,Medina,12,10285,0,1993,"Leicester, NY
(42.7719921900005, -77.89395719199968)"
31037173830000,37,United States Gypsum Co.,17383,0,0,GD,Alden-Lancaster,AC,Kaczmarek #2,Darien,Medina,0,0,0,1991,"Darien, NY
(42.90205099500048, -78.35201911399963)"
31029160020000,29,"Abarta Oil & Gas, Inc.",16002,0,0,GD,Buffalo,PA,Coca-Cola #1,Tonawanda,Medina,0,0,0,1988,"Tonawanda, NY
(43.01883193200047, -78.88636737499968)"
31037196630000,37,United States Gypsum Co.,19663,0,0,GD,Huron Creek,AC,"Schmigel, M. #1",Pembroke,Medina,12,1734,0,2000,"Pembroke, NY
(43.01478113200045, -78.34690983699966)"
31013209660000,13,"Universal Resources Holdings , Inc.",20966,0,0,GD,Lakeshore,AC,Hoisington #7,Charlotte,Medina,12,3105,0,1994,"Charlotte, NY
(43.24540427500045, -77.61779716599966)"
31013155640000,13,Transfuel Resources Co.,15564,0,0,GD,Lakeshore,PA,"Kopta, A 2",Chautauqua,Medina,4,144,0,1992,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31013166820000,13,Belden & Blake Corporation,16682,0,0,GD,Lakeshore,AC,Trump 639,Westfield,Medina,12,2110,1,2000,"Westfield, NY
(42.322304303000465, -79.57760707899968)"
31029081950000,29,Seneca Resources Corp.,8195,0,0,GW,Orchard Park-Hamburg,AC,Sowle #16-I,Hamburg,Medina,12,7461,0,1987,"Hamburg, NY
(42.71606257200045, -78.83210809599967)"
31037136820000,37,Clover Oil & Gas Co.,13682,0,0,GD,Alden-Lancaster,AC,Schaffer Sisters 1,Darien,Medina,12,874,0,1997,"Darien, NY
(42.90205099500048, -78.35201911399963)"
31121153860000,121,United States Gypsum Co.,15386,0,0,GD,Sheldon,AC,"Ochal, J. #1",Sheldon,Medina,12,4971,0,1993,"Sheldon, NY
(42.7372410640005, -78.41924809699964)"
31029127580000,29,"Subsea Oil & Gas, Inc.",12758,0,0,GD,Brant-Eden,AC,Wheelock-Turnbull 1,Brant,Medina,11,687,5,1993,"Brant, NY
(42.59375254100047, -79.01745785999964)"
31013144730000,13,L. W. Resources,14473,0,0,GD,Lakeshore,AC,Owens #1,Westfield,Medina,4,1509,0,1993,"Westfield, NY
(42.322304303000465, -79.57760707899968)"
31013198540000,13,"Nornew, Inc.",19854,0,0,GD,Lakeshore,AC,Schuver #1,Busti,Medina,9,8643,0,1986,"Busti, NY
(42.03788189500045, -79.28375662499968)"
31029222810000,29,Belden & Blake Corporation,22281,0,0,GD,Elma,AC,Langendorfer D #1,Elma,Medina,12,3724,0,2000,"Elma, NY
(42.8488412640005, -78.64054591599967)"
31037128920000,37,United States Gypsum Co.,12892,0,0,GD,Huron Creek,AC,"Miller, C. #2",Darien,Medina,12,1375,23,1994,"Darien, NY
(42.90205099500048, -78.35201911399963)"
31013187060000,13,Great Lakes Energy Partners,18706,0,0,GD,Lakeshore,AC,"Smith, X 1",Poland,Medina,12,2541,0,1996,"Poland, NY
(43.23037120900045, -75.07312681499963)"
31121158240000,121,"Sheshunoff, G & A",15824,0,0,GD,Chaffee-Arcade,AC,James #1,Arcade,Medina,0,75,3,1991,"Arcade, NY
(42.533830182000486, -78.42824739199966)"
31013167090000,13,Great Lakes Energy Partners,16709,0,0,GD,Lakeshore,AC,NYSRA #5-18,Chautauqua,Medina,12,7485,11,1992,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31013162290000,13,Great Lakes Energy Partners,16229,0,0,GD,Lakeshore,AC,"Roberts,A #1",Sherman,Medina,12,26183,0,1987,"Sherman, NY
(42.159343358000456, -79.59595849699963)"
31013130870000,13,Great Lakes Energy Partners,13087,0,0,GD,Lakeshore,AC,Ossman 1,Ripley,Lockport,12,1351,0,2000,"Ripley, NY
(42.26656226300048, -79.71128793299965)"
31037042110000,37,"Reserve Gas Co., Inc.",4211,0,0,GD,Alden-Lancaster,IN,Kaczmarek 1,Darien,Medina,12,522,0,1987,"Darien, NY
(42.90205099500048, -78.35201911399963)"
31013199030000,13,Great Lakes Energy Partners,19903,0,0,GD,Lakeshore,AC,NYSRA #9-3,Ellington,Medina,12,2616,0,1996,"Ellington, NY
(42.217001377000486, -79.10806714699964)"
31013176480000,13,"N.E.A. Cross of N.Y., Inc.",17648,0,0,GD,Lakeshore,PA,"Norcross, N #1",Mina,Medina,5,388,0,1993,"Mina, NY
(42.129732772000466, -79.68820686199967)"
31013159390000,13,Great Lakes Energy Partners,15939,0,0,GD,Lakeshore,AC,NYSRA #3-7,Chautauqua,Medina,12,2751,2,1989,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31013122580000,13,Belden & Blake Corporation,12258,0,0,GD,Lakeshore,AC,Sugg 1350,Hanover,Medina,11,2643,7,1991,"Hanover, NY
(42.963563303000456, -75.37938870499966)"
31029145390000,29,Open Flow Gas Supply Corp.,14539,0,0,GD,Lakeview,AC,Gun Club #1,Evans,Medina,12,3032,128,1994,"Evans, NY
(42.69834088200048, -78.94540989999967)"
31029166050000,29,Symbol Oil Corp.,16605,0,0,GD,Elma,AC,Arndt #1,Elma,Medina,12,1167,0,1997,"Elma, NY
(42.8488412640005, -78.64054591599967)"
31013182360000,13,Great Lakes Energy Partners,18236,0,0,GD,Lakeshore,AC,"Beightol,J 1",Ellington,Medina,12,3652,19,1992,"Ellington, NY
(42.217001377000486, -79.10806714699964)"
31013198240000,13,Vineyard Oil & Gas Co.,19824,0,0,GD,Lakeshore,AC,Orcutt 3,Sherman,Medina,12,6969,4,1989,"Sherman, NY
(42.159343358000456, -79.59595849699963)"
31013207920000,13,"Dart, Robert G.",20792,0,0,GD,Lakeshore,AC,Robert G. Dart #1,Chautauqua,Medina,12,9368,0,1990,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31013185990000,13,"Lenape Resources, Inc.",18599,0,0,GD,Lakeshore,AC,Speelburg 672,Ripley,Medina,12,3297,0,1990,"Ripley, NY
(42.26656226300048, -79.71128793299965)"
31013148180000,13,"Lenape Resources, Inc.",14818,0,0,GD,Lakeshore,IN,Chaut. Forest Prod. 588,Westfield,Medina,0,0,0,2000,"Westfield, NY
(42.322304303000465, -79.57760707899968)"
31013144650000,13,Belden & Blake Corporation,14465,0,0,GD,Lakeshore,AC,Westfield F&G 2,Westfield,Medina,9,3442,5,1993,"Westfield, NY
(42.322304303000465, -79.57760707899968)"
31029183720000,29,"Stedman Energy, Inc.",18372,0,0,GD,Brant-Eden,IN,Daniel Mecca #1,Evans,Medina,12,1256,0,1988,"Evans, NY
(42.69834088200048, -78.94540989999967)"
31029145820000,29,"Lenape Resources, Inc.",14582,0,0,GD,Wales,IN,Foss 1422,Wales,Medina,0,97,0,1996,"Wales, NY
(42.70394143600049, -78.57472823799964)"
31009170960000,9,Great Lakes Energy Partners,17096,0,0,GD,Lakeshore,AC,"Hershberger, A #1",Conewango,Medina,12,3946,0,1998,"Conewango, NY
(42.239622435000456, -79.05676892799966)"
31029604660000,29,"Wojcik, Anthony",60466,0,0,GD,Alden-Lancaster,AC,Long #1,Lancaster,Medina,6,920,0,1993,"Lancaster, NY
(42.90039405300047, -78.67012970499968)"
31029208920000,29,"Kranz, Tom",20892,0,0,GD,East Aurora,AC,Camp Long Acres #1,Aurora,Medina,12,3410,1,1989,"Aurora, NY
(42.75771390300048, -76.70292830999966)"
31029135850000,29,"Seibel, William E",13585,0,0,GD,Alden-Lancaster,AC,Seibel #1,Lancaster,Medina,9,500,0,1993,"Lancaster, NY
(42.90039405300047, -78.67012970499968)"
31013124900000,13,"Kastle Resources Enterprises, Inc.",12490,0,0,GD,Lakeshore,AC,Frost NY #30,Cherry Creek,Medina,10,1681,20,1988,"Cherry Creek, NY
(42.29336363900046, -79.09200686499963)"
31051173190000,51,"Lenape Resources, Inc.",17319,0,0,GD,Uhley Corners-Caledonia,AC,Carney 139,Caledonia,Medina,12,4926,40,1992,"Caledonia, NY
(42.97387118100045, -77.85328841499967)"
31009211310000,9,"Pefley Oil & Gas, Inc.",21131,0,0,GD,Lakeshore,AC,Countryside #1,Dayton,Medina,12,1412,0,1997,"Dayton, NY
(42.41671428500047, -78.97703918699966)"
31037044770000,37,Lor-Rob Associates L.L.C.,4477,0,0,GD,Pavilion,AC,Kostanciak 1,Bethany,Medina,3,374,0,1992,"Bethany, NY
(42.91424359000047, -78.19239885099967)"
31003603610000,3,"Alma Gas, Inc.",60361,0,0,GD,Sharon,AC,E G & F (Wyvell) #2126,Alma,Upper Devonian,12,382,0,1991,"Alma, NY
(42.01271066300046, -78.05476991799964)"
31013162500000,13,"Stedman Energy, Inc.",16250,0,0,GD,Lakeshore,AC,Carter#1,Ellery,Medina,12,1090,50,1993,"Ellery, NY
(42.19514403000045, -79.38579925999966)"
31013179240000,13,"Universal Resources Holdings , Inc.",17924,0,0,GD,Lakeshore,AC,"Walczak, F #1",Gerry,Medina,8,3150,0,1994,"Gerry, NY
(42.19296008200047, -79.24892957399965)"
31013104700000,13,"Baker, James J. & Jacqueline J",10470,0,0,GD,Lakeshore,AC,13 Miller,Chautauqua,Medina,0,0,0,1987,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31037194420000,37,United States Gypsum Co.,19442,0,0,GD,Indian Falls,AC,Call Lands 1,Pembroke,Medina,12,1479,0,1995,"Pembroke, NY
(43.01478113200045, -78.34690983699966)"
31009172130000,9,Great Lakes Energy Partners,17213,0,0,GD,Lakeshore,AC,"Walters, H 1",Randolph,Medina,12,1085,0,1993,"Randolph, NY
(42.16233121400046, -78.97460960099966)"
31013201640000,13,"Shelex Drilling, Inc.",20164,0,0,GD,Lakeshore,AC,Strata Unit Well 8,Gerry,Medina,7,261,0,1996,"Gerry, NY
(42.19296008200047, -79.24892957399965)"
31013158930000,13,Great Lakes Energy Partners,15893,0,0,GD,Lakeshore,PA,"Wassink, X 1",Clymer,Medina,0,0,0,1992,"Clymer, NY
(42.020830128000455, -79.62887850199968)"
31013111930000,13,Great Lakes Energy Partners,11193,0,0,GD,Lakeshore,AC,Bradley R. 1,Portland,Medina,11,3025,0,1995,"Portland, NY
(42.3616243030005, -79.48653777899966)"
31107214240000,107,Central New York Oil & Gas Co.,21424,0,0,GE,Stagecoach,AC,Campbell 01,Owego,Helderberg,1,76256,0,1992,"Owego, NY
(42.10270362200049, -76.26213699699963)"
31013110970000,13,Belden & Blake Corporation,11097,0,0,GD,Lakeshore,AC,Parment 101,Portland,Medina,12,3167,6,1988,"Portland, NY
(42.3616243030005, -79.48653777899966)"
31013199110000,13,"Lenape Resources, Inc.",19911,0,0,GW,Ellery,AC,"Olander, B #1",Ellery,Bass Island,12,97,11,1989,"Ellery, NY
(42.19514403000045, -79.38579925999966)"
31029166810000,29,"Subsea Oil & Gas, Inc.",16681,0,0,GD,Lakeview,IN,Twin Creek #1,Evans,Medina,0,0,,2000,"Evans, NY
(42.69834088200048, -78.94540989999967)"
31013116380000,13,Belden & Blake Corporation,11638,0,0,GD,Lakeshore,AC,Berger 293,Chautauqua,Medina,12,1028,7,1993,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31013119000000,13,Belden & Blake Corporation,11900,0,0,GD,Lakeshore,AC,Verhague 426,Stockton,Medina,12,2592,0,1986,"Stockton, NY
(42.31662335800047, -79.35563933699967)"
31013152130000,13,"Kastle Resources Enterprises, Inc.",15213,0,0,GD,Lakeshore,AC,Rendell NY #80,Harmony,Medina,7,16002,0,1990,"Harmony, NY
(41.20120795700046, -73.88346743599965)"
31013114260000,13,Great Lakes Energy Partners,11426,0,0,GD,Lakeshore,AC,Sutton 315,Stockton,Medina,12,6365,12,1995,"Stockton, NY
(42.31662335800047, -79.35563933699967)"
31029202360000,29,"Cotton Well Drilling Co., Inc.",20236,0,0,GD,Brant-Eden,AC,Matwikow #1,Boston,Medina,12,4898,5,1990,"Boston, NY
(42.6409508320005, -78.73951583799965)"
31013152120000,13,"Kastle Resources Enterprises, Inc.",15212,0,0,GD,Lakeshore,AC,Rendell NY 8,Harmony,Medina,12,890,0,1995,"Harmony, NY
(41.20120795700046, -73.88346743599965)"
31013111180000,13,Belden & Blake Corporation,11118,0,0,GD,Lakeshore,AC,Sheppard 142,Stockton,Medina,12,4053,0,1993,"Stockton, NY
(42.31662335800047, -79.35563933699967)"
31013166170000,13,Great Lakes Energy Partners,16617,0,0,GD,Lakeshore,AC,"Beckerink,R 2",Clymer,Medina,9,1167,0,1989,"Clymer, NY
(42.020830128000455, -79.62887850199968)"
31013144050000,13,"Cotton Well Drilling Co., Inc.",14405,0,0,GD,Lakeshore,AC,3137 Meaney,Chautauqua,Medina,9,875,0,1994,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31013122640000,13,Belden & Blake Corporation,12264,0,0,GD,Lakeshore,IN,Blakely 1353,Hanover,Medina,0,0,0,1999,"Hanover, NY
(42.963563303000456, -75.37938870499966)"
31009184730000,9,"Texas Keystone, Inc.",18473,0,0,GD,Lakeshore,AC,Dunkelman #2,Otto,Medina,12,2119,0,1993,"Otto, NY
(42.356452499000454, -78.83082631199966)"
31029142710000,29,"Stedman Energy, Inc.",14271,0,0,GD,Brant-Eden,AC,Vereerstrat1,Eden,Medina,9,116,0,1995,"Eden, NY
(42.66478221800048, -78.88882822399967)"
31013166880000,13,Terra Energy,16688,0,0,GD,Lakeshore,AC,Hopkins-Carl #1,Sheridan,Medina,0,2110,100,1991,"Sheridan, NY
(42.48838573900048, -79.23725606999966)"
31107212720000,107,Belden & Blake Corporation,21272,0,0,GE,Stagecoach,AC,Cook 01,Nichols,Helderberg,12,38875,4,2000,"Nichols, NY
(42.02007088200048, -76.36695757799964)"
31013125350000,13,"Kastle Resources Enterprises, Inc.",12535,0,0,GD,Lakeshore,AC,Lent NY #18,Ellington,Medina,8,566,0,1991,"Ellington, NY
(42.217001377000486, -79.10806714699964)"
31013110250000,13,Belden & Blake Corporation,11025,0,0,GD,Lakeshore,AC,Mikula 520,Arkwright,Medina,11,1119,9,1994,"Arkwright, NY
(42.40699727700047, -79.23642814699963)"
31013176660000,13,"Burkholder, Randy",17666,0,0,GD,Lakeshore,AC,R. Burkholder #1,Clymer,Medina,0,0,,2000,"Clymer, NY
(42.020830128000455, -79.62887850199968)"
31009168300000,9,"Texas Keystone, Inc.",16830,0,0,GD,Lakeshore,AC,J McDonald #1,Persia,Medina,11,2493,0,1992,"Persia, NY
(42.3847813000005, -78.93615603399968)"
31029147670000,29,"Wittmeyer, Richard J.& Cynthia",14767,0,0,GD,North Collins,IN,Wittmeyer #1189-I,North Collins,Onondaga,0,0,0,2000,"North Collins, NY
(42.59468150000049, -78.94094821499965)"
31013180410000,13,Great Lakes Energy Partners,18041,0,0,GD,Lakeshore,AC,"Anderson,E 1",Poland,Medina,12,2689,1,1995,"Poland, NY
(43.23037120900045, -75.07312681499963)"
31121137130000,121,"GFS Energy, Inc.",13713,0,0,GD,Leicester,AC,Pierson 2,Perry,Medina,0,0,0,1990,"Perry, NY
(42.719613163000474, -78.00549933199966)"
31013163080000,13,Great Lakes Energy Partners,16308,0,0,GD,Lakeshore,AC,"Morris,R 1",Ellicott,Medina,12,3566,0,1999,"Ellicott, NY
(42.8744233810005, -78.85339824199963)"
31013184410000,13,"Lenape Resources, Inc.",18441,0,0,GD,Lakeshore,IN,Cady 722,Mina,Medina,12,280,93,1987,"Mina, NY
(42.129732772000466, -79.68820686199967)"
31029072490000,29,Empire Energies,7249,0,0,GD,North Collins,AC,Reading 1 IGC-448,North Collins,Akron,0,0,0,1994,"North Collins, NY
(42.59468150000049, -78.94094821499965)"
31013143870000,13,"Cotton Well Drilling Co., Inc.",14387,0,0,GD,Lakeshore,AC,Warnshius Ix #3117,Sherman,Medina,0,0,0,1989,"Sherman, NY
(42.159343358000456, -79.59595849699963)"
31013193520000,13,"Universal Resources Holdings , Inc.",19352,0,0,GD,Lakeshore,AC,Cranston Drilling 3,Ellery,Medina,12,2925,0,1997,"Ellery, NY
(42.19514403000045, -79.38579925999966)"
31009164240000,9,"Texas Keystone, Inc.",16424,0,0,GD,Lakeshore,AC,Baird #1,Persia,Medina,12,1642,0,1993,"Persia, NY
(42.3847813000005, -78.93615603399968)"
31013127340000,13,"Renold, Inc.",12734,0,0,GD,Lakeshore,AC,Renold #2,Westfield,Medina,12,35,0,1991,"Westfield, NY
(42.322304303000465, -79.57760707899968)"
31009182770000,9,Eastern American Energy Corp.,18277,0,0,GD,Lakeshore,AC,Brown R #2,Randolph,Medina,12,2808,0,1988,"Randolph, NY
(42.16233121400046, -78.97460960099966)"
31013170700000,13,Great Lakes Energy Partners,17070,0,0,GD,Lakeshore,AC,McClelland #1,French Creek,Medina,5,192,0,1986,"French Creek, NY
(42.0678276910005, -79.70365587199967)"
31029162920000,29,"Stedman Energy, Inc.",16292,0,0,GD,Brant-Eden,AC,Vacco 1,Eden,Medina,4,693,0,1989,"Eden, NY
(42.66478221800048, -78.88882822399967)"
31029197550000,29,"Cotton Well Drilling Co., Inc.",19755,0,0,GD,Brant-Eden,AC,"Hagg, J. #1",Boston,Medina,12,899,0,1993,"Boston, NY
(42.6409508320005, -78.73951583799965)"
31029114390000,29,"Ardent Resources, Inc.",11439,0,0,GD,Concord,AC,Heary E. 1,Concord,Medina,12,4891,11,1991,"Concord, NY
(42.53582208600045, -78.71790859699968)"
31013158050000,13,Great Lakes Energy Partners,15805,0,0,GD,Lakeshore,AC,"White, H 2",French Creek,Medina,0,0,0,1995,"French Creek, NY
(42.0678276910005, -79.70365587199967)"
31051173030000,51,"Lenape Resources, Inc.",17303,0,0,GD,Uhley Corners-Caledonia,AC,Grant 133,Caledonia,Medina,12,2376,0,1996,"Caledonia, NY
(42.97387118100045, -77.85328841499967)"
31121138900000,121,"GFS Energy, Inc.",13890,0,0,GD,Leicester,AC,Page 1,Perry,Medina,11,856,60,1998,"Perry, NY
(42.719613163000474, -78.00549933199966)"
31029162910000,29,"Stedman Energy, Inc.",16291,0,0,GD,Brant-Eden,AC,Riefler 1,Eden,Medina,6,1010,10,1993,"Eden, NY
(42.66478221800048, -78.88882822399967)"
31013164430000,13,"Nornew, Inc.",16443,0,0,GD,Lakeshore,AC,"Coe, D.S.#NY-0003",Poland,Medina,12,2599,8,1991,"Poland, NY
(43.23037120900045, -75.07312681499963)"
31013218190000,13,"Chautauqua Energy,  Inc.",21819,0,0,GD,Lakeshore,AC,"Johnston, S #2",Chautauqua,Medina,12,2225,,2000,"Chautauqua, NY
(42.205103549000455, -79.46580590299965)"
31013203280000,13,Terra Energy,20328,0,0,GD,Lakeshore,AC,United Church of Christ#1,Dunkirk City,Medina,0,4230,150,1991,"Dunkirk City, NY
(42.487243753000485, -79.33577835999967)"
31013136040000,13,"Nornew, Inc.",13604,0,0,GW,Lakeshore,AC,NYSRA #7-20608-T,Charlotte,Medina,0,0,0,1986,"Charlotte, NY
(43.24540427500045, -77.61779716599966)"
31037196600000,37,United States Gypsum Co.,19660,0,0,GD,Danley Corners,AC,Houseknecht #1,Darien,Medina,12,2436,20,1998,"Darien, NY
(42.90205099500048, -78.35201911399963)"
31029690450000,29,Romolo Realty Corp.,69045,0,0,GD,Orchard Park-Hamburg,AC,Durham #1,Hamburg,Medina,12,0,0,1997,"Hamburg, NY
(42.71606257200045, -78.83210809599967)"
31013182350000,13,Great Lakes Energy Partners,18235,0,0,GD,Lakeshore,AC,"Bunce,M 2",Poland,Medina,12,14261,0,1987,"Poland, NY
(43.23037120900045, -75.07312681499963)"
31029149040000,29,Seneca Resources Corp.,14904,0,0,GD,North Collins,AC,Herman(Behrns)#1240-I,North Collins,Onondaga,12,2448,1,1993,"North Collins, NY
(42.59468150000049, -78.94094821499965)"
31013197240000,13,"Lenape Resources Corp., The",19724,0,0,GD,Lakeshore,PA,Wahlgren Unit2 279,Ellery,Medina,3,241,0,1991,"Ellery, NY
(42.19514403000045, -79.38579925999966)"
31101217060000,101,"Columbia Natural Resources, Inc.",21706,0,0,GD,Glodes Corners Road,AC,Fox 1 (623217),Pulteney,Black River,12,260894,195,2000,"Pulteney, NY
(42.52738105900045, -77.16547871399968)"
31013114900000,13,"Mooney, Gerald & Jewell",11490,0,0,GD,Lakeshore,AC,"Mooney, G. Unit 368 #1",Ripley,Medina,12,88,,2000,"Ripley, NY
(42.26656226300048, -79.71128793299965)"
31013209170000,13,Seneca Resources Corp.,20917,0,0,GD,Lakeshore,AC,"Stimpson, B #7331",Poland,Medina,12,4346,0,1994,"Poland, NY
(43.23037120900045, -75.07312681499963)"
31029182670000,29,"New York Gas & Oil Co, Inc.",18267,0,0,GD,Alden-Lancaster,AC,Snyder #2,Alden,Medina,12,1786,0,1998,"Alden, NY
(42.90013055000048, -78.49091643399964)"
31029207450000,29,"Yellen, Richard D.",20745,0,0,GE,Brant-Eden,AC,Yellen #1,North Collins,Medina,12,75,0,1994,"North Collins, NY
(42.59468150000049, -78.94094821499965)"
31013622460000,13,"Evinczik, Joseph A",62246,0,0,GD,Busti,AC,Evinczik Home 3,Busti,Glade,12,0,0,1988,"Busti, NY
(42.03788189500045, -79.28375662499968)"
