API Well Number,County,Company Name,API Hole Number,Sidetrack Code,Completion Code,Well Type Code,Production Field,Well Status Code,Well Name,Town,Producing Formation,Months in Production,"Gas Produced, MCF","Water Produced, bbl","Oil Produced, bbl",Reporting Year,Location 1
31011043890000,Cayuga,Columbia Natural Resources  LLC,04389,00,00,GD,West Auburn,AC,Patterson 1 (784-1),Aurelius,Queenston,12,889,0,0,2005,"Aurelius, NY
(42.922942928000055, -76.67442556599997)"
31003639570000,Allegany,"Saint John Exploration & Production, Inc.",63957,00,00,OD,Richburg,IN,Trio Farm 77,Bolivar,Richburg,0,,0,0,2006,"Bolivar, NY
(42.06668364500007, -78.16764889199999)"
31037151670000,Genesee,United States Gypsum Co.,15167,00,00,GD,Huron Creek,AC,Pokorny 1,Alexander,Medina,12,1013,0,0,2005,"Alexander, NY
(42.90173228100008, -78.25626591699995)"
31013154090000,Chautauqua,Empire Energy E&P LLC,15409,00,00,GD,Lakeshore,AC,Church 1,Gerry,Medina,12,581,0,0,2001,"Gerry, NY
(42.19296057200006, -79.24892953199998)"
31029187330000,Erie,"Cotton Well Drilling Co., Inc.",18733,00,00,GD,Brant-Eden,AC,Flemming,Eden,Medina,11,327,0,0,2001,"Eden, NY
(42.66478299000005, -78.88882867299998)"
31009235120000,Cattaraugus,Case Brothers Inc.,23512,00,00,OD,Bradford,AC,Wahl 22,Carrollton,Bradford & Chipmunk,12,,25,4528,2003,"Carrollton, NY
(42.10728218400004, -78.64980766599996)"
31003699830000,Allegany,"Tjhung, Frank T.",69983,00,00,OD,Fulmer Valley,NR,GPS 1148,Wellsville,Not Applicable,12,0,0,0,2007,"Wellsville, NY
(42.127843753000036, -77.95913902899997)"
31009143640000,Cattaraugus,"Rochez, Jerry & Mary",14364,00,00,GD,Dayton,IN,"Rochez, Jerry & Mary 1",Perrysburg,Akron,12,0,0,0,2005,"Perrysburg, NY
(42.45647318600004, -79.00313765599998)"
31013119290000,Chautauqua,Empire Energy E&P LLC,11929,00,00,GD,Lakeshore,AC,Steffon 1299,Dunkirk,Medina,12,1163,17,0,2001,"Dunkirk, NY
(42.48724218400008, -79.33577714999996)"
31003605920000,Allegany,"Wilkinson, Robert",60592,00,00,OD,Richburg,SI,Jones 05,Bolivar,Richburg,0,,0,0,2006,"Bolivar, NY
(42.06668364500007, -78.16764889199999)"
31013190340000,Chautauqua,Empire Energy E&P LLC,19034,00,00,GD,Lakeshore,AC,"Harrower, A 1",Poland,Medina,12,1085,0,0,2007,"Poland, NY
(43.230370606000065, -75.07312619199996)"
31029044400000,Erie,Empire Energy E&P LLC,04440,00,00,GD,Sardinia,AC,Lascala 1244 (IGC 2075),Sardinia,Medina,12,777,0,0,2001,"Sardinia, NY
(42.540871200000026, -78.51533723199998)"
31009127880000,Cattaraugus,SWEPI LP,12788,00,00,IW,Bradford,PA,Enterprise Transit St 053,Allegany,"Chipmunk, Bradford 2nd & 3rd",12,0,3017,0,2007,"Allegany, NY
(42.09225112200005, -78.49724749699999)"
31009551140000,Cattaraugus,"McCracken Oil & Gas, LLC",55114,00,00,OD,Bradford,IN,McCray 15,Carrollton,Bradford,12,,5,5,2007,"Carrollton, NY
(42.10728218400004, -78.64980766599996)"
31013176070000,Chautauqua,Empire Energy E&P LLC,17607,00,00,GD,Clymer,IN,"Gabriel,P 1",French Creek,Medina,6,80,0,0,2004,"French Creek, NY
(42.064131788000054, -79.71709754799997)"
31013234030000,Chautauqua,"EnerVest Operating, LLC",23403,00,00,GD,Lakeshore,AC,Dennison 1,Kiantone,Medina,12,3797,0,0,2007,"Kiantone, NY
(42.02716097700005, -79.20258709099994)"
31037230730000,Genesee,"Subsea Oil & Gas, Inc.",23073,00,00,GD,Alden-Lancaster,AC,Neureuter 1,Pembroke,Medina,,,,,2003,"Pembroke, NY
(42.99836053700005, -78.43495817099995)"
31003639040000,Allegany,"Saint John Exploration & Production, Inc.",63904,00,00,GD,Richburg,IN,Trio Farm 78wg,Bolivar,Richburg,0,0,0,,2006,"Bolivar, NY
(42.06668364500007, -78.16764889199999)"
31013227170000,Chautauqua,"Wilkes Energy, Inc.",22717,00,00,GD,Lakeshore,AC,Finch 1,Carroll,Medina,12,10747,0,0,2004,"Carroll, NY
(42.01751371100005, -78.34077951999996)"
31067229710100,Onondaga,Minard Run Oil Co.,22971,01,00,GW,Thorn Hill,SI,Short 1-A (625349)     ,Marcellus,Queenston,0,0,0,0,2007,"Marcellus, NY
(42.982440326000074, -76.34143930299996)"
31013209630000,Chautauqua,"Chautauqua Energy, Inc.",20963,00,00,GD,Lakeshore,AC,Weise-Stedman 1,Sherman,Medina,12,1597,,,2002,"Sherman, NY
(42.15934185200007, -79.59595990199995)"
31051041960000,Livingston,"Ardent Resources, Inc.",04196,00,00,GD,Leicester,AC,Smith 2,York,Medina,12,391,,,2003,"York, NY
(43.20406069000006, -76.93921855399998)"
31013185450000,Chautauqua,"GFS Energy, Inc.",18545,00,00,GD,Lakeshore,AC,Barton 2,Gerry,Medina,12,1762,,,2003,"Gerry, NY
(42.19296057200006, -79.24892953199998)"
31013123050000,Chautauqua,Empire Energy E&P LLC,12305,00,00,GD,Lakeshore,AC,Olsen 1367,Hanover,Medina,1,190,0,0,2003,"Hanover, NY
(42.96356369500006, -75.37938908499996)"
31009177930000,Cattaraugus,"Texas Keystone, Inc.",17793,00,00,GD,Lakeshore,AC,Kewley F 1,Persia,Medina,0,0,0,,2005,"Persia, NY
(42.38478111000006, -78.93615806899999)"
31003679660000,Allegany,"Sturdevant, Walter B.",67966,00,00,IW,Richburg,NR,J&R Oil Lot 8 w3,Bolivar,Richburg,0,0,0,0,2001,"Bolivar, NY
(42.06668364500007, -78.16764889199999)"
31003233170000,Allegany,"Otis Eastern Service, Inc.",23317,00,00,OD,Not Applicable,AC,Dougherty P. 1,Andover,Not Applicable,3,317,0,65,2005,"Andover, NY
(42.16025323000008, -77.79311714599999)"
31013148060000,Chautauqua,Empire Energy E&P LLC,14806,00,00,GD,Lakeshore,AC,Westfeild Watershed 3,Chautauqua,Medina,12,3304,0,0,2001,"Chautauqua, NY
(42.205101900000045, -79.46580628599997)"
31013129350000,Chautauqua,Empire Energy E&P LLC,12935,00,00,GD,Lakeshore,AC,Quagliano 1 A,Westfield,Medina,12,1011,,,2001,"Westfield, NY
(42.32230061700005, -79.57760786799997)"
31013223290000,Chautauqua,U S Energy Development Corp.,22329,00,00,GD,Lakeshore,AC,Scholeno 1,Carroll,Medina,11,9394,0,0,2002,"Carroll, NY
(42.01751371100005, -78.34077951999996)"
31029142690000,Erie,"Stedman Energy, Inc.",14269,00,00,GD,Brant-Eden,AC,Lardo B 1,Eden,Medina,12,1317,150,,2005,"Eden, NY
(42.66478299000005, -78.88882867299998)"
31029132310000,Erie,"Mumford-Gabel, Jennifer and Kyle Gabel",13231,00,00,GD,Brant-Eden,IN,Yager 2,Eden,Medina,12,,,,2004,"Eden, NY
(42.66478299000005, -78.88882867299998)"
31013115960000,Chautauqua,Empire Energy E&P LLC,11596,00,00,GW,Lakeshore,AC,Longhouse 240 1,Pomfret,Medina,12,1856,0,0,2004,"Pomfret, NY
(42.423823638000044, -79.31416638599995)"
31003639210000,Allegany,"Saint John Exploration & Production, Inc.",63921,00,00,IW,Richburg,IN,Trio Farm 54x,Bolivar,Richburg,0,0,0,0,2001,"Bolivar, NY
(42.06668364500007, -78.16764889199999)"
31013243870000,Chautauqua,"Nornew, Inc.",24387,00,00,NL,Lakeshore,AC,Frederick 2-482,Kiantone,Not Applicable,0,0,0,,2005,"Kiantone, NY
(42.02716097700005, -79.20258709099994)"
31003669090000,Allegany,"Simon of Bolivar Enterprises, Inc.",66909,00,00,OD,Richburg,AC,Peckham 5,Genesee,Richburg,2,,0,16,2007,"Genesee, NY
(43.000943515000074, -78.19369206299996)"
31009661280000,Cattaraugus,"Stephan, Phillip",66128,00,00,OD,Bradford,IN,Kurty 1,Allegany,Bradford,12,,0,0,2005,"Allegany, NY
(42.09225112200005, -78.49724749699999)"
31003655790000,Allegany,"Clark, Ernest E. and Richard C.",65579,00,00,IW,Ford's Brook,IN,Hunt 013,Alma,Richburg,0,0,0,0,2001,"Alma, NY
(42.01271230700007, -78.05476699299999)"
31013015120000,Chautauqua,Iroquois Gas Corp.,01512,00,00,GD,Lakeshore,IN,Szumigala 4,Sheridan,Medina,0,0,,,2001,"Sheridan, NY
(42.487051017000056, -79.23930894099993)"
31003636960000,Allegany,"Simon of Bolivar Enterprises, Inc.",63696,00,00,OD,Richburg,AC,Mulkin 4,Bolivar,Richburg,12,,0,64,2007,"Bolivar, NY
(42.06668364500007, -78.16764889199999)"
31009109060000,Cattaraugus,"BDH Oil, Inc.",10906,00,00,IW,Chipmunk,NR,Nichols Run Hw-218,Allegany,Chipmunk & Bradford 2nd,12,0,3650,0,2001,"Allegany, NY
(42.09225112200005, -78.49724749699999)"
31015228800100,Chemung,Talisman Energy USA Inc.,22880,01,00,GE,Terry Hill South,AC,Kienzle 1-A,Veteran,Black River,12,408240,219,,2003,"Veteran, NY
(42.080220937000036, -73.99146766399997)"
31003603450000,Allegany,"Alma Gas, Inc.",60345,00,00,GD,Sharon,AC,Macken (Burrit) 2093,Alma,Upper Devonian,12,0,,,2003,"Alma, NY
(42.01271230700007, -78.05476699299999)"
31013116860000,Chautauqua,Empire Energy E&P LLC,11686,00,00,GD,Lakeshore,AC,Heald 1273 1,Sheridan,Medina,4,186,45,0,2004,"Sheridan, NY
(42.487051017000056, -79.23930894099993)"
31051173950000,Livingston,"Lenape Resources, Inc.",17395,00,00,GD,Avon,AC,Steele 1,Avon,Medina,4,525,0,0,2006,"Avon, NY
(42.91258434300005, -77.74701922199995)"
31013192900000,Chautauqua,"Cotton Well Drilling Co., Inc.",19290,00,00,GD,Lakeshore,AC,Morris 2,Villenova,Medina,6,150,0,,2005,"Villenova, NY
(42.37070143700004, -79.13500732899996)"
31013119520000,Chautauqua,"20 Bliss Street, Inc.",11952,00,00,GD,Lakeshore,AC,14 McAllister,Pomfret,Medina,11,1033,10,0,2006,"Pomfret, NY
(42.423823638000044, -79.31416638599995)"
31013127470000,Chautauqua,Empire Energy E&P LLC,12747,00,00,GD,Lakeshore,AC,"Clarke,C 1",Westfield,Medina,12,1209,,,2002,"Westfield, NY
(42.32230061700005, -79.57760786799997)"
31013219910000,Chautauqua,Empire Energy E&P LLC,21991,00,00,GD,Lakeshore,AC,"Cruz, F 1",Westfield,Medina,12,2064,0,0,2007,"Westfield, NY
(42.32230061700005, -79.57760786799997)"
31029016470000,Erie,Iroquois Gas Corp.,01647,00,00,GD,Lawtons,PA,None Specified,Collins,Medina,12,0,0,0,2007,"Collins, NY
(42.49661381300007, -78.92307868899996)"
31009556760000,Cattaraugus,SWEPI LP,55676,00,00,OD,Bradford,IN,Thropp 024     ,Allegany,Not Applicable,0,0,0,0,2007,"Allegany, NY
(42.09225112200005, -78.49724749699999)"
31029224180000,Erie,Empire Energy E&P LLC,22418,00,00,GD,Alden-Lancaster,AC,Schmidt/Blitzer 1,Newstead,Grimsby,12,3563,0,0,2006,"Newstead, NY
(42.96042055400005, -78.52367744799994)"
31013127090000,Chautauqua,Empire Energy E&P LLC,12709,00,00,GD,Lakeshore,AC,"Laporte, J 1",Westfield,Medina,12,768,0,0,2003,"Westfield, NY
(42.32230061700005, -79.57760786799997)"
31003609250000,Allegany,"Saint John Exploration & Production, Inc.",60925,00,00,IW,Richburg,IN,Trio Farm 17x,Bolivar,Richburg,0,,0,0,2004,"Bolivar, NY
(42.06668364500007, -78.16764889199999)"
31029037050000,Erie,Iroquois Gas Corp.,03705,00,00,GD,Alden-Lancaster,PA,Heigel John 1,Lancaster,Medina,0,0,,,2001,"Lancaster, NY
(42.90039411200007, -78.67012916399995)"
31051161940000,Livingston,"Lenape Resources, Inc.",16194,00,00,GD,Uhley Corners-Caledonia,AC,Stein 84,Caledonia,Medina,12,761,0,0,2001,"Caledonia, NY
(42.973873377000075, -77.85328585199994)"
31013087560000,Chautauqua,"Cotton Well Drilling Co., Inc.",08756,00,00,GD,Lakeshore,AC,Village of Forestville 1,Arkwright,Medina,12,437,90,,2006,"Arkwright, NY
(42.403124252000055, -79.23637919499998)"
31069205380000,Ontario,"Ardent Resources, Inc.",20538,00,00,GD,Not Applicable,SI,Hansen 1,Geneva,Queenston,0,0,0,,2005,"Geneva, NY
(42.866424178000045, -76.98208886899994)"
31013180270000,Chautauqua,"Resource Energy, LLC",18027,00,00,GD,Lakeshore,AC,Wood 1,North Harmony,Medina,12,3754,0,0,2007,"North Harmony, NY
(42.088272181000036, -79.41227952199995)"
31003655630000,Allegany,"Clark, Ernest E. and Richard C.",65563,00,00,OD,Ford's Brook,IN,Hunt 10,Alma,Richburg,0,,0,0,2006,"Alma, NY
(42.01271230700007, -78.05476699299999)"
31009127520000,Cattaraugus,"McCracken Oil & Gas, LLC",12752,00,00,OD,Bradford,AC,Chipchop No 03,Carrollton,Bradford 2nd & 3rd,12,40,4,40,2003,"Carrollton, NY
(42.10728218400004, -78.64980766599996)"
31013117140000,Chautauqua,Empire Energy E&P LLC,11714,00,00,GD,Lakeshore,AC,Dederick 364,Pomfret,Medina,10,280,0,0,2003,"Pomfret, NY
(42.423823638000044, -79.31416638599995)"
31013053450000,Chautauqua,"Decker, James K. & Tiffany J.",05345,00,00,OD,Busti,AC,Muntz-Angle 1,Busti,Glade,12,,0,14,2006,"Busti, NY
(42.037884113000075, -79.28375749399999)"
31013182050000,Chautauqua,"Universal Resources Holdings, Inc.",18205,00,00,GD,Lakeshore,AC,Smith 1,Charlotte,Medina,12,485,0,,2007,"Charlotte, NY
(43.245401668000056, -77.61779921199997)"
31037196540000,Genesee,United States Gypsum Co.,19654,00,00,GD,Huron Creek,AC,"Sierk, P. 1",Darien,Medina,12,1765,0,0,2005,"Darien, NY
(42.90205237400005, -78.35201836199997)"
31069142960000,Ontario,"Brocklebank, Terry K.",14296,00,00,GD,East Bloomfield,AC,Ault 1 (LRC 33),Canandaigua,Medina,12,,0,0,2002,"Canandaigua, NY
(42.88809273700008, -77.28093625999998)"
31003554830000,Allegany,Francis Root Oil Co.,55483,00,00,IW,Richburg,PA,McDivitt 20,Bolivar,Not Applicable,0,0,0,,2005,"Bolivar, NY
(42.06668364500007, -78.16764889199999)"
31013202030000,Chautauqua,Hayden Harper Energy KA LLC,20203,00,00,OD,Ellery,AC,Barkstrom 341,Ellery,Bass Island,12,747,0,310.30000000000001,2001,"Ellery, NY
(42.195143433000055, -79.38579622199995)"
31013185800000,Chautauqua,"Kastle Resources Enterprises, Inc.",18580,00,00,GD,Lakeshore,AC,Nero 1,Ellington,Medina,,1314,0,,2003,"Ellington, NY
(42.21700315800007, -79.10806611699996)"
31013225120000,Chautauqua,"Pefley Oil & Gas, Inc.",22512,00,00,OD,Busti,AC,Drayer 8ga,Busti,Glade,0,0,,0,2003,"Busti, NY
(42.037884113000075, -79.28375749399999)"
31009666080000,Cattaraugus,Mark T. Kellner Oil Co.,66608,00,00,OD,Bradford,AC,Kellner 19a,Olean,Bradford Third,10,0,0,33,2007,"Olean, NY
(42.07755349100006, -78.42886750099996)"
31013124870000,Chautauqua,"Kastle Resources Enterprises, Inc.",12487,00,00,GD,Lakeshore,AC,Pierrot NY 25,Cherry Creek,Medina,9,5349,0,0,2005,"Cherry Creek, NY
(42.29336326600003, -79.09200808799994)"
31003664240000,Allegany,"Alma Gas, Inc.",66424,00,00,GD,Sharon,AC,Mulvey 2106,Alma,Upper Devonian,0,0,0,0,2001,"Alma, NY
(42.01271230700007, -78.05476699299999)"
31009225660000,Cattaraugus,A. J. Lease Account,22566,00,00,GD,Chaffee-Arcade,NR,Medina Power Co Mpc 3,Yorkshire,Medina,12,1437,0,0,2006,"Yorkshire, NY
(42.53022364200007, -78.47539666299997)"
31003698410000,Allegany,"Hogan Energy, Inc.",69841,00,00,OD,Clarksville,IN,Ferrington 417(G),Clarksville,Not Applicable,0,0,,0,2003,"Clarksville, NY
(42.54430331400005, -73.98277623299998)"
31013123910000,Chautauqua,Empire Energy E&P LLC,12391,00,00,GD,Lakeshore,AC,Ball 483,Arkwright,Medina,12,931,0,0,2006,"Arkwright, NY
(42.403124252000055, -79.23637919499998)"
31013191690000,Chautauqua,Empire Energy E&P LLC,19169,00,00,GD,Lakeshore,AC,"Christensen, I 1",Harmony,Medina,12,5043,,,2001,"Harmony, NY
(42.02320426400007, -79.46875825999996)"
31107238550100,Tioga,Talisman Energy USA Inc.,23855,01,00,GW,Halsey Valley,SI,Winter G 1A     ,Spencer,Black River,0,0,0,0,2007,"Spencer, NY
(42.21370441600004, -76.49245679799998)"
31013176550000,Chautauqua,"Cotton Well Drilling Co., Inc.",17655,00,00,GD,Lakeshore,AC,Kingrd Partners Ed 8,Sheridan,Medina,12,190,0,,2004,"Sheridan, NY
(42.487051017000056, -79.23930894099993)"
31003660590000,Allegany,Yahn & Yahn Inc.,66059,00,00,IW,Beech Hill-Independence,PA,010-Godown,Independence,Fulmer Valley,12,0,14,,2001,"Independence, NY
(42.088023219000036, -77.78023782399998)"
31013164340000,Chautauqua,"REI-NY, LLC",16434,00,00,GD,Lakeshore,AC,Oag 2,Gerry,Medina,12,4138,40,0,2004,"Gerry, NY
(42.19296057200006, -79.24892953199998)"
31013114040000,Chautauqua,"Resource Energy, LLC",11404,00,00,GD,Lakeshore,AC,Smith 1,North Harmony,Medina,12,2970,180,0,2006,"North Harmony, NY
(42.088272181000036, -79.41227952199995)"
31013180080000,Chautauqua,"REI-NY, LLC",18008,00,00,GD,Lakeshore,AC,Hammond 1,Ellery,Medina,12,3905,70,0,2004,"Ellery, NY
(42.195143433000055, -79.38579622199995)"
31013192550000,Chautauqua,Empire Energy E&P LLC,19255,00,00,GD,Lakeshore,AC,"Kauffman, H 2",Clymer,Medina,12,752,95,0,2004,"Clymer, NY
(42.02083023700004, -79.62887619399999)"
31003110870000,Allegany,T.M. Quaintance Crude Oil Production,11087,00,00,OD,Richburg,PA,Vossler 0-2,Alma,Richburg,12,0,10,160,2002,"Alma, NY
(42.01271230700007, -78.05476699299999)"
31051144500000,Livingston,"Lenape Resources, Inc.",14450,00,00,GD,Uhley Corners-Caledonia,AC,Cripps 44,Caledonia,Medina,12,419,0,0,2005,"Caledonia, NY
(42.973873377000075, -77.85328585199994)"
31009138230000,Cattaraugus,"BDH Oil, Inc.",13823,00,00,OD,Chipmunk,NR,Nichols Run Hw-310,Allegany,Chipmunk & Bradford 2nd,2,,0,1,2003,"Allegany, NY
(42.09225112200005, -78.49724749699999)"
31009638930000,Cattaraugus,Perkins & Perkins Oil Co. Inc.,63893,00,00,OD,Four Mile,AC,Geise 6,Allegany,Bradford Third,12,,0,46,2007,"Allegany, NY
(42.09225112200005, -78.49724749699999)"
31009019120000,Cattaraugus,"Sager, Howard & Judith",01912,00,00,DH,Lakeshore,AC,Sager 1,Perrysburg,Medina,12,0,0,,2005,"Perrysburg, NY
(42.45647318600004, -79.00313765599998)"
31029165400000,Erie,"Rozuk, Claudia",16540,00,00,GD,Orchard Park-Hamburg,AC,Rozuk 1,Orchard Park,Medina,1,0,0,0,2001,"Orchard Park, NY
(42.767181823000044, -78.74387961899998)"
31013224020000,Chautauqua,"Schreiner Oil & Gas, Inc.",22402,00,00,GD,Lakeshore,AC,Schofield 2,Westfield,Medina,12,5832,0,0,2001,"Westfield, NY
(42.32230061700005, -79.57760786799997)"
31121208650000,Wyoming,Fault Line Oil Corp.,20865,00,00,GD,Chaffee-Arcade,NR,Spencer-Haley et al 1,Arcade,Medina,12,2396,2,,2007,"Arcade, NY
(42.53383358600007, -78.42824954299994)"
31013224580000,Chautauqua,"New York Gas & Oil Company, Inc.",22458,00,00,GD,Lakeshore,AC,Swanson 1,Ellery,Medina,10,112,0,,2006,"Ellery, NY
(42.195143433000055, -79.38579622199995)"
31003657190000,Allegany,Pine Oil Co.,65719,00,00,IW,Richburg,NR,Pine Oil 132,Genesee,Richburg,0,0,0,0,2002,"Genesee, NY
(43.000943515000074, -78.19369206299996)"
31029033340000,Erie,Iroquois Gas Corp.,03334,00,00,GD,Colden,PA,Smith W 1,Aurora,Medina,12,0,0,0,2007,"Aurora, NY
(42.75771238800007, -76.70292723399996)"
31013104060000,Chautauqua,Empire Energy E&P LLC,10406,00,00,GD,Lakeshore,IN,Picardini 39,Ripley,Medina,12,1651,0,0,2003,"Ripley, NY
(42.266564318000064, -79.71128695999994)"
31003226990000,Allegany,Nathan Petroleum Corp.,22699,00,00,OD,Beech Hill-Independence,AC,Clark 100 8,Independence,Fulmer Valley,12,363,3,57,2004,"Independence, NY
(42.088023219000036, -77.78023782399998)"
31009187930000,Cattaraugus,"Copper Ridge Oil, Inc.",18793,00,00,OD,Bradford,AC,Enright & Barry 103,Carrollton,Bradford,4,,1,13,2004,"Carrollton, NY
(42.10728218400004, -78.64980766599996)"
31003189020000,Allegany,"Otis Eastern Service, Inc.",18902,00,00,GD,Ford's Brook,PA,Fee 1a,Wellsville,Penny,2,8,0,0,2002,"Wellsville, NY
(42.127843753000036, -77.95913902899997)"
31029159850000,Erie,"Pefley Oil & Gas, Inc.",15985,00,00,GD,Orchard Park-Hamburg,AC,Del Monte 1,Orchard Park,Medina,12,200,0,0,2002,"Orchard Park, NY
(42.767181823000044, -78.74387961899998)"
31003639480000,Allegany,"Saint John Exploration & Production, Inc.",63948,00,00,OD,Richburg,AC,Trio Farm 87b,Bolivar,Richburg,0,,0,0,2004,"Bolivar, NY
(42.06668364500007, -78.16764889199999)"
31029603710000,Erie,"JFS Energy Enterprises, LLC",60371,00,00,GD,Lakeview,AC,JFS Inc 2,Hamburg,Medina,,,,,2003,"Hamburg, NY
(42.716060207000055, -78.83210986499995)"
31003667270000,Allegany,"Clark, Ralph",66727,00,00,IW,Richburg,IN,Clark 17,Genesee,Richburg,0,,0,0,2005,"Genesee, NY
(43.000943515000074, -78.19369206299996)"
31003523880000,Allegany,Dragon Eye Oil Co.,52388,00,00,OD,Richburg,NR,Pike(Taylor & Taylor) 12,Alma,Richburg,0,,0,0,2005,"Alma, NY
(42.01271230700007, -78.05476699299999)"
31013176400000,Chautauqua,"Evinczik, Paul M.",17640,00,00,OD,Busti,AC,Anderson 1,Busti,Glade,7,,13,6,2006,"Busti, NY
(42.037884113000075, -79.28375749399999)"
31009655400000,Cattaraugus,"BDH Oil, Inc.",65540,00,00,OD,Chipmunk,NR,Nichols Run Ho-28,Allegany,Chipmunk & Bradford 2nd,1,,1,0,2005,"Allegany, NY
(42.09225112200005, -78.49724749699999)"
31009192320000,Cattaraugus,Cal Ban Corp.,19232,00,00,OD,Five Mile,AC,Cal Ban Cb45,Allegany,"Chipmunk, Bradford 2nd & 3rd",12,,,,2003,"Allegany, NY
(42.09225112200005, -78.49724749699999)"
31013166130000,Chautauqua,Empire Energy E&P LLC,16613,00,00,GD,Lakeshore,AC,"Carlson,E 1",Kiantone,Medina,12,3680,0,0,2004,"Kiantone, NY
(42.02716097700005, -79.20258709099994)"
31029160120000,Erie,"Weil Resources, Inc.",16012,00,00,GD,Orchard Park-Hamburg,IN,Tomaka No 1,Hamburg,Medina,0,0,0,,2007,"Hamburg, NY
(42.716060207000055, -78.83210986499995)"
31099195620000,Seneca,Columbia Natural Resources  LLC,19562,00,00,GD,Fayette-Waterloo,AC,Hamilton 1 (4121),Varick,Queenston,12,10573,0,0,2005,"Varick, NY
(42.805904258000055, -76.84525774399998)"
31009168740000,Cattaraugus,"Stedman Energy, Inc.",16874,00,00,GD,Lakeshore,IN,Archer A2,Randolph,Medina,6,170,0,0,2001,"Randolph, NY
(42.16233383800005, -78.97460931299997)"
31009131890000,Cattaraugus,"Synergy Oil & Gas, Inc.",13189,00,00,OD,Bradford,AC,Sue 012,Carrollton,Chipmunk,12,,4,43,2005,"Carrollton, NY
(42.10728218400004, -78.64980766599996)"
31013177110000,Chautauqua,Great Lakes Energy Partners,17711,00,00,GD,Lakeshore,AC,"Redlecki, J 1",French Creek,Devonian Shale,12,99,0,0,2005,"French Creek, NY
(42.064131788000054, -79.71709754799997)"
31003639170000,Allegany,"Saint John Exploration & Production, Inc.",63917,00,00,IW,Richburg,IN,Trio Farm 58x,Bolivar,Richburg,0,,0,0,2004,"Bolivar, NY
(42.06668364500007, -78.16764889199999)"
31009132080000,Cattaraugus,SWEPI LP,13208,00,00,OD,Bradford,PA,Rumsey Devonian 379,Allegany,Bradford,,,,99,2003,"Allegany, NY
(42.09225112200005, -78.49724749699999)"
31003678790000,Allegany,"Sturdevant, Walter B.",67879,00,00,OD,Richburg,IN,J&R Oil Lot 8 6,Bolivar,Richburg,0,,0,0,2004,"Bolivar, NY
(42.06668364500007, -78.16764889199999)"
31013188030000,Chautauqua,Seneca Resources Corporation,18803,00,00,GD,Lakeshore,AC,Stearns 6295,Villenova,Medina,12,751,0,,2001,"Villenova, NY
(42.37070143700004, -79.13500732899996)"
31037196960000,Genesee,United States Gypsum Co.,19696,00,00,GD,Indian Falls,AC,Klotzbach-Hall 1a,Alabama,Medina,7,280,0,0,2003,"Alabama, NY
(43.127531644000044, -78.45730692899997)"
31009653860000,Cattaraugus,"Little, Jay R.",65386,00,00,OD,Chipmunk,AC,Pfoutsi 8,Carrollton,Chipmunk,12,,0,93,2007,"Carrollton, NY
(42.10728218400004, -78.64980766599996)"
31029636160000,Erie,National Fuel Gas Supply Corp.,63616,00,00,GD,North Collins,IN,Fee (Belscher) 1162,North Collins,Medina,0,0,0,0,2001,"North Collins, NY
(42.59468249100007, -78.94094613599998)"
31013183550000,Chautauqua,"EnerVest Operating, LLC",18355,00,00,GD,Lakeshore,AC,Searscrest 2,Poland,Medina,0,353,0,,2001,"Poland, NY
(43.230370606000065, -75.07312619199996)"
31003694240000,Allegany,Pennzoil Products Co.,69424,00,00,OD,Richburg,PA,Ballard 59,Bolivar,Not Applicable,,,,,2003,"Bolivar, NY
(42.06668364500007, -78.16764889199999)"
31037205810000,Genesee,United States Gypsum Co.,20581,00,00,GD,Bethany,PA,Lor-Rob Dairy 16 (6805),Bethany,Medina,11,339,0,0,2001,"Bethany, NY
(42.91424260600007, -78.19239835099995)"
31003696830000,Allegany,Moore Producing Co.,69683,00,00,IW,Richburg,PA,Curtis Farm 929(G)     ,Bolivar,Not Applicable,,,,,2001,"Bolivar, NY
(42.06668364500007, -78.16764889199999)"
31013094650000,Chautauqua,Libra Petroleum Company,09465,00,00,OD,Busti,AC,E Crandall 8,Busti,Glade,0,0,0,0,2002,"Busti, NY
(42.037884113000075, -79.28375749399999)"
31013218140000,Chautauqua,"Lenape Resources, Inc.",21814,00,00,OD,Ellery,SI,"Anderson, W 1",Ellery,Bass Island,4,81,340,0,2006,"Ellery, NY
(42.195143433000055, -79.38579622199995)"
31013185820000,Chautauqua,Hayden Harper Energy KA LLC,18582,00,00,GD,Lakeshore,AC,"Crowell, D 1-208",Villenova,Medina,12,1609.107,0,0,2001,"Villenova, NY
(42.37070143700004, -79.13500732899996)"
31009180920000,Cattaraugus,"Texas Keystone, Inc.",18092,00,00,GD,Lakeshore,AC,R Busekist 1,Otto,Medina,364,499,0,0,2004,"Otto, NY
(42.356452826000066, -78.83082948999999)"
31013144330000,Chautauqua,Empire Energy E&P LLC,14433,00,00,GD,Lakeshore,AC,"Miller,R 1",Chautauqua,Medina,12,998,0,0,2006,"Chautauqua, NY
(42.205101900000045, -79.46580628599997)"
31013124910000,Chautauqua,"Kastle Resources Enterprises, Inc.",12491,00,00,GD,Lakeshore,AC,Fredrickson 49,Cherry Creek,Grimsby,12,8651,60,,2003,"Cherry Creek, NY
(42.29336326600003, -79.09200808799994)"
